Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_165_English.wav," ALL RIGHT, Z.","['ALL', 'RIGHT,', 'Z.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_166_English.wav, BOLEH AWAK LIHAT GAMBAR INI?,"['BOLEH', 'AWAK', 'LIHAT', 'GAMBAR', 'INI?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_167_English.wav, SO THIS PICTURE IS A PICTURE,"['SO', 'THIS', 'PICTURE', 'IS', 'A', 'PICTURE']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_168_English.wav, DAN ADA BANYAK-BANYAK ORANG DI DALAM.,"['DAN', 'ADA', 'BANYAK-BANYAK', 'ORANG', 'DI', 'DALAM.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_169_English.wav, SEE YOU LATER.,"['SEE', 'YOU', 'LATER.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_170_English.wav, LET'S START FROM HERE. LOOK AT THIS. THIS GUY.,"[""LET'S"", 'START', 'FROM', 'HERE.', 'LOOK', 'AT', 'THIS.', 'THIS', 'GUY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_171_English.wav, HE'S WRITING ON WHAT IS THIS?,"[""HE'S"", 'WRITING', 'ON', 'WHAT', 'IS', 'THIS?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_172_English.wav," BICYCLE. WE RIDE BICYCLE TOO, RIGHT?","['BICYCLE.', 'WE', 'RIDE', 'BICYCLE', 'TOO,', 'RIGHT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_173_English.wav, GRAB BICYCLE TO SCHOOL.,"['GRAB', 'BICYCLE', 'TO', 'SCHOOL.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_174_English.wav," AND YOU SEE IN FRONT, YOU LIKE IT.","['AND', 'YOU', 'SEE', 'IN', 'FRONT,', 'YOU', 'LIKE', 'IT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_175_English.wav, RIGHT?,['RIGHT?']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_176_English.wav, AND LOOK AT HERE OVER AT THE PEDESTRIAN CROSSING.,"['AND', 'LOOK', 'AT', 'HERE', 'OVER', 'AT', 'THE', 'PEDESTRIAN', 'CROSSING.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_177_English.wav, SOMEONE IS CROSSING THE TRAFFIC LIGHT.,"['SOMEONE', 'IS', 'CROSSING', 'THE', 'TRAFFIC', 'LIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_178_English.wav, THIS IS A LADY WITH LONG HAIR.,"['THIS', 'IS', 'A', 'LADY', 'WITH', 'LONG', 'HAIR.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_179_English.wav, SHE'S HOLDING ON TO A SUITCASE.,"[""SHE'S"", 'HOLDING', 'ON', 'TO', 'A', 'SUITCASE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_180_English.wav, MAYBE SHE'S A TAURIS.,"['MAYBE', ""SHE'S"", 'A', 'TAURIS.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_181_English.wav, MAYBE SHE'S TRAVELING HERE.,"['MAYBE', ""SHE'S"", 'TRAVELING', 'HERE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_182_English.wav, SO SHE'S CROSSING FROM ONE SIDE TO THE OTHER SIDE.,"['SO', ""SHE'S"", 'CROSSING', 'FROM', 'ONE', 'SIDE', 'TO', 'THE', 'OTHER', 'SIDE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_183_English.wav, OH LOOK AT WHAT SHE HAS ON HER NECK.,"['OH', 'LOOK', 'AT', 'WHAT', 'SHE', 'HAS', 'ON', 'HER', 'NECK.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_184_English.wav, DI ATAS JARI DIA. ADA INI. KAMERA.,"['DI', 'ATAS', 'JARI', 'DIA.', 'ADA', 'INI.', 'KAMERA.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_185_English.wav," SEE, IN CHINESE IT'S CALLED...","['SEE,', 'IN', 'CHINESE', ""IT'S"", 'CALLED...']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_186_Mandarin.wav," CHAO, SIANJI.","['CHAO,', 'SIANJI.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_187_English.wav," YOU LIKE TO TAKE PHOTOS, ISN'T IT?","['YOU', 'LIKE', 'TO', 'TAKE', 'PHOTOS,', ""ISN'T"", 'IT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_190_English.wav," ONE, TWO, THREE, SMILE.","['ONE,', 'TWO,', 'THREE,', 'SMILE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_191_English.wav, FOTO RIGHT,"['FOTO', 'RIGHT']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_192_English.wav," DI SEBELAH KANAN JALAN, ADA SEBUAH KACANG.","['DI', 'SEBELAH', 'KANAN', 'JALAN,', 'ADA', 'SEBUAH', 'KACANG.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_193_English.wav, WHAT SONG DOES THE CAT MAKE?,"['WHAT', 'SONG', 'DOES', 'THE', 'CAT', 'MAKE?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_194_English.wav, MEOW MEOW MEOW RIGHT,"['MEOW', 'MEOW', 'MEOW', 'RIGHT']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_195_English.wav, HMM.,['HMM.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_196_English.wav, AND THE CAT SEEMS LIKE HE'S WALKING AWAY FROM WHAT?,"['AND', 'THE', 'CAT', 'SEEMS', 'LIKE', ""HE'S"", 'WALKING', 'AWAY', 'FROM', 'WHAT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_197_English.wav, WHAT IS THIS?,"['WHAT', 'IS', 'THIS?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_198_English.wav," IT'S A BUS STOP, RIGHT?","[""IT'S"", 'A', 'BUS', 'STOP,', 'RIGHT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_199_Mandarin.wav,巴士站,['巴士站']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_200_English.wav, IN CHINESE,"['IN', 'CHINESE']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_201_English.wav, LET'S KEEP UP.,"[""LET'S"", 'KEEP', 'UP.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_202_English.wav," YEAH, SO EXCITED, RIGHT?","['YEAH,', 'SO', 'EXCITED,', 'RIGHT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_203_English.wav," YEAH, SO EXCITED, RIGHT?","['YEAH,', 'SO', 'EXCITED,', 'RIGHT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_204_English.wav," WOAH LOOK AT THE BUS STOP, IT'S SO INTERESTING","['WOAH', 'LOOK', 'AT', 'THE', 'BUS', 'STOP,', ""IT'S"", 'SO', 'INTERESTING']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_205_English.wav, WHO'S SITTING ON THE CHAIR?,"[""WHO'S"", 'SITTING', 'ON', 'THE', 'CHAIR?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_206_English.wav, WHAT THE HELL IS THIS?,"['WHAT', 'THE', 'HELL', 'IS', 'THIS?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_208_English.wav, RIGHT.,['RIGHT.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_209_English.wav, IS THE WATERMELON SITTING ON A CHAIR?,"['IS', 'THE', 'WATERMELON', 'SITTING', 'ON', 'A', 'CHAIR?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_210_English.wav," AND BESIDE THE WATERMELON, WHO WAS SITTING ON THE CHAIR?","['AND', 'BESIDE', 'THE', 'WATERMELON,', 'WHO', 'WAS', 'SITTING', 'ON', 'THE', 'CHAIR?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_211_English.wav, FOR SITTING ON A CHAIR.,"['FOR', 'SITTING', 'ON', 'A', 'CHAIR.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_212_English.wav, AUNTIE,['AUNTIE']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_213_English.wav, 진지ISРОД이 TANGERINE,"['진지ISРОД이', 'TANGERINE']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_214_English.wav, TANGERINE LIKE ORANGES,"['TANGERINE', 'LIKE', 'ORANGES']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_215_English.wav, ORANGE IN COLOUR.,"['ORANGE', 'IN', 'COLOUR.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_216_English.wav, I LIKE TO TOUCH THE SCREEN.,"['I', 'LIKE', 'TO', 'TOUCH', 'THE', 'SCREEN.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_217_English.wav," OH, SHE WEARS DEEP BACK HAIR.","['OH,', 'SHE', 'WEARS', 'DEEP', 'BACK', 'HAIR.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_218_English.wav, ALL RIGHT.,"['ALL', 'RIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_219_English.wav," ON THE OTHER SIDE OF THE PICTURE, IF WE WALK NOW, WE SEE A LITTLE GIRL.","['ON', 'THE', 'OTHER', 'SIDE', 'OF', 'THE', 'PICTURE,', 'IF', 'WE', 'WALK', 'NOW,', 'WE', 'SEE', 'A', 'LITTLE', 'GIRL.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_220_English.wav, SHE'S HOLDING A PACKET OF CHRYSANTHEMUM TEA. OKAY.,"[""SHE'S"", 'HOLDING', 'A', 'PACKET', 'OF', 'CHRYSANTHEMUM', 'TEA.', 'OKAY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_227_English.wav, ALL RIGHT.,"['ALL', 'RIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_228_English.wav," ALMOST DONE, ALL RIGHT?","['ALMOST', 'DONE,', 'ALL', 'RIGHT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_229_English.wav, AND SHE'S PLAYING HOPSCOTCH.,"['AND', ""SHE'S"", 'PLAYING', 'HOPSCOTCH.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_230_English.wav, RIGHT.,['RIGHT.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_231_English.wav," AND BEHIND THE LITTLE GIRL, WHAT DO WE SEE?","['AND', 'BEHIND', 'THE', 'LITTLE', 'GIRL,', 'WHAT', 'DO', 'WE', 'SEE?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_232_English.wav, OH!,['OH!']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_234_English.wav," YEAH, OKAY.","['YEAH,', 'OKAY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_235_English.wav, OKAY.,['OKAY.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_236_English.wav, IT'S A LITTLE POND.,"[""IT'S"", 'A', 'LITTLE', 'POND.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_237_English.wav, WHAT'S INSIDE THE POND?,"[""WHAT'S"", 'INSIDE', 'THE', 'POND?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_238_English.wav, FINE COLORS? RAWP,"['FINE', 'COLORS?', 'RAWP']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_239_English.wav, AND PRODUCTS.,"['AND', 'PRODUCTS.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_240_English.wav, THERE'S ALSO FISHES.,"[""THERE'S"", 'ALSO', 'FISHES.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_241_English.wav,,[]
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_242_English.wav, CAN YOU SEE THAT?,"['CAN', 'YOU', 'SEE', 'THAT?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_243_English.wav, DI BELAKANG PUNGGUNG ADA SEORANG WANITA KECIL.,"['DI', 'BELAKANG', 'PUNGGUNG', 'ADA', 'SEORANG', 'WANITA', 'KECIL.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_244_English.wav, SHE'S SITTING NOW LISTENING TO MUSIC.,"[""SHE'S"", 'SITTING', 'NOW', 'LISTENING', 'TO', 'MUSIC.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_245_Mandarin.wav, GUCCI.,['GUCCI.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_246_English.wav, RIGHT.,['RIGHT.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_249_English.wav, HEY.,['HEY.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_250_Mandarin.wav,現在讓媽咪看戲了,['現在讓媽咪看戲了']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_251_English.wav, FOTO. OKAY.,"['FOTO.', 'OKAY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_252_English.wav," AND ACROSS THE POND, WHAT DO WE SEE?","['AND', 'ACROSS', 'THE', 'POND,', 'WHAT', 'DO', 'WE', 'SEE?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_253_English.wav, THAT'S A BREACH.,"[""THAT'S"", 'A', 'BREACH.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_254_English.wav, IS KAWA,"['IS', 'KAWA']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_255_Mandarin.wav, CIAO.,['CIAO.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_256_English.wav," OKAY, OKAY. OH NO, OH NO.","['OKAY,', 'OKAY.', 'OH', 'NO,', 'OH', 'NO.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_258_English.wav, AND,['AND']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_259_English.wav, TAKE THESE OUT.,"['TAKE', 'THESE', 'OUT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_260_English.wav," OH MY GOD, OKAY.","['OH', 'MY', 'GOD,', 'OKAY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_261_English.wav, OOH!,['OOH!']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_262_English.wav, OKAY.,['OKAY.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_263_English.wav," DAN ANDA NAMPAK TAK SERIUS? SELAIN PANGGILAN, APA YANG BERLAKU?","['DAN', 'ANDA', 'NAMPAK', 'TAK', 'SERIUS?', 'SELAIN', 'PANGGILAN,', 'APA', 'YANG', 'BERLAKU?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_264_English.wav, SEEMS LIKE IT'S RAINING.,"['SEEMS', 'LIKE', ""IT'S"", 'RAINING.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_265_Mandarin.wav,下雨,['下雨']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_266_English.wav," AND THIS POOR GUY, LOOK AT HIM, HE'S IN THE MIDDLE OF THE PICTURE. WHAT IS HE DOING?","['AND', 'THIS', 'POOR', 'GUY,', 'LOOK', 'AT', 'HIM,', ""HE'S"", 'IN', 'THE', 'MIDDLE', 'OF', 'THE', 'PICTURE.', 'WHAT', 'IS', 'HE', 'DOING?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_268_English.wav, HE'S HOLDING AN UMBRELLA.,"[""HE'S"", 'HOLDING', 'AN', 'UMBRELLA.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_269_English.wav," RIGHT, AND HIS COATS ARE SO WET.","['RIGHT,', 'AND', 'HIS', 'COATS', 'ARE', 'SO', 'WET.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_271_English.wav, POOR LITTLE GUY.,"['POOR', 'LITTLE', 'GUY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_273_English.wav," OKAY, OKAY.","['OKAY,', 'OKAY.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_274_English.wav, I THINK WE ARE DONE.,"['I', 'THINK', 'WE', 'ARE', 'DONE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_276_English.wav," OKAY, YOU WERE RIGHT.","['OKAY,', 'YOU', 'WERE', 'RIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_277_English.wav, ALRIGHT.,['ALRIGHT.']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_278_English.wav," OKEY, LIHAT INI. ADAKAH KITA PERNAH LIHAT BUKU INI SEBELUM INI? LIHAT ORANG-ORANG.","['OKEY,', 'LIHAT', 'INI.', 'ADAKAH', 'KITA', 'PERNAH', 'LIHAT', 'BUKU', 'INI', 'SEBELUM', 'INI?', 'LIHAT', 'ORANG-ORANG.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_279_English.wav, YOU,['YOU']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_280_English.wav, WHERE DID YOU GO? HOLD ON.,"['WHERE', 'DID', 'YOU', 'GO?', 'HOLD', 'ON.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_281_English.wav, ALL RIGHT.,"['ALL', 'RIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_282_English.wav, SIMPLY,['SIMPLY']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_283_English.wav," OKAY, LET'S GO TO THE NEXT PAGE.","['OKAY,', ""LET'S"", 'GO', 'TO', 'THE', 'NEXT', 'PAGE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_284_English.wav," WHOA, LOOK AT THIS. CAN YOU REMEMBER THIS ORANG UTANG?","['WHOA,', 'LOOK', 'AT', 'THIS.', 'CAN', 'YOU', 'REMEMBER', 'THIS', 'ORANG', 'UTANG?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_285_English.wav, AND HE'S SITTING ON A VINE AND HE'S REACHING OUT HIS HAND.,"['AND', ""HE'S"", 'SITTING', 'ON', 'A', 'VINE', 'AND', ""HE'S"", 'REACHING', 'OUT', 'HIS', 'HAND.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_286_English.wav, SEEMS LIKE,"['SEEMS', 'LIKE']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_287_English.wav, THERE'S A LITTLE DROPLET OF RAIN GOING DOWN AND TOUCHING ON HIS HEAD.,"[""THERE'S"", 'A', 'LITTLE', 'DROPLET', 'OF', 'RAIN', 'GOING', 'DOWN', 'AND', 'TOUCHING', 'ON', 'HIS', 'HEAD.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_289_English.wav," OKAY, LET'S GO TO THE NEXT PAGE.","['OKAY,', ""LET'S"", 'GO', 'TO', 'THE', 'NEXT', 'PAGE.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_293_English.wav, LOOK AT THIS.,"['LOOK', 'AT', 'THIS.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_294_English.wav, PWEDE TO ORANGUTAN. HE WENT TO SICK SHOWER.,"['PWEDE', 'TO', 'ORANGUTAN.', 'HE', 'WENT', 'TO', 'SICK', 'SHOWER.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_296_English.wav,上次,['上次']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_297_English.wav, AND HE'S PULLING OUT THE LEAVES.,"['AND', ""HE'S"", 'PULLING', 'OUT', 'THE', 'LEAVES.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_299_English.wav, OH,['OH']
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_300_English.wav, AND PUTTING THE LEAF OVER HIS HEAD. LOOK AT THIS.,"['AND', 'PUTTING', 'THE', 'LEAF', 'OVER', 'HIS', 'HEAD.', 'LOOK', 'AT', 'THIS.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_302_English.wav," OKEY, BERHARAP DIA BOLEH TETAP KERING.","['OKEY,', 'BERHARAP', 'DIA', 'BOLEH', 'TETAP', 'KERING.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_308_English.wav, ALL RIGHT.,"['ALL', 'RIGHT.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_309_English.wav, BUT HE FELT THAT IT'S USELESS.,"['BUT', 'HE', 'FELT', 'THAT', ""IT'S"", 'USELESS.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_310_English.wav, SO HE TRIED TO GRAB A BEAKER LEAF.,"['SO', 'HE', 'TRIED', 'TO', 'GRAB', 'A', 'BEAKER', 'LEAF.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_311_English.wav," OKAY, LET'S GET THIS VIDEO.","['OKAY,', ""LET'S"", 'GET', 'THIS', 'VIDEO.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_312_English.wav, DOES IT WORK?,"['DOES', 'IT', 'WORK?']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_315_English.wav,,[]
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_316_English.wav, IA MEMPUNYAI SEDIKIT LUBANG.,"['IA', 'MEMPUNYAI', 'SEDIKIT', 'LUBANG.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_317_English.wav," ALL RIGHT, LET'S GO TO THE NEXT WEEK.","['ALL', 'RIGHT,', ""LET'S"", 'GO', 'TO', 'THE', 'NEXT', 'WEEK.']"
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_319_English.wav, SO SHE ABANDONED THAT EVE AS WELL.,"['SO', 'SHE', 'ABANDONED', 'THAT', 'EVE', 'AS', 'WELL.']"
