file_name,Transcription Zipformer,Transcription whisper
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_191_English.wav,FOTO RIGHT,BEFORE THE RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_192_English.wav,DI SEBELAH KANAN JALAN ADA SEBUAH KACANG,ARE YOU HERE AT THE OTHER SIDE OF THE WORLD EASY CAN
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_193_English.wav,WHAT SONG DOES THE CAT MAKE,WHAT SOUND DOES THE CAT MAKE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_194_English.wav,MEOW MEOW MEOW RIGHT,你 要 你 要 秒 呀
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_195_English.wav,HMM,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_196_English.wav,AND THE CAT SEEMS LIKE HES WALKING AWAY FROM WHAT,AND THE CAT SEEMS LIKE HES WALKING AWAY FROM ONE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_197_English.wav,WHAT IS THIS,WHAT IS THIS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_198_English.wav,ITS A BUS STOP RIGHT,ITS A BASKETBALL RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_199_Mandarin.wav,巴士站,巴 士 站
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_200_English.wav,IN CHINESE,IN CHINESE LAW
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_201_English.wav,LETS KEEP UP,啊 FESTIVAL 不 是
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_202_English.wav,YEAH SO EXCITED RIGHT,YES A C A B RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_203_English.wav,YEAH SO EXCITED RIGHT,E S A C A B RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_204_English.wav,WOAH LOOK AT THE BUS STOP ITS SO INTERESTING,我 很 多 给 的 THE BUSLE IS SO INTERESTING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_205_English.wav,WHOS SITTING ON THE CHAIR,WHOS SITTING ON THE CHAIR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_206_English.wav,WHAT THE HELL IS THIS,WHATS THE MUSIC
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_208_English.wav,RIGHT,PLAY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_209_English.wav,IS THE WATERMELON SITTING ON A CHAIR,HE SAW THE MAN SITTING ON THE CHAIR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_210_English.wav,AND BESIDE THE WATERMELON WHO WAS SITTING ON THE CHAIR,AND BESIDE THE WATERMELON WHO WAS SITTING ON THE CHAIR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_211_English.wav,FOR SITTING ON A CHAIR,WAS SITTING ON THE CHAIR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_212_English.wav,AUNTIE,答 案
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_213_English.wav,진지ISРОД이 TANGERINE,I BE TOLD YOU CAN DO ME
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_214_English.wav,TANGERINE LIKE ORANGES,CAN JUAN LIKE ORANGES
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_215_English.wav,ORANGE IN COLOUR,ORANGE IN COLOR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_216_English.wav,I LIKE TO TOUCH THE SCREEN,回 来 IT TOUCHED SCRAT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_217_English.wav,OH SHE WEARS DEEP BACK HAIR,U C N C I K
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_218_English.wav,ALL RIGHT,哦 那 还
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_219_English.wav,ON THE OTHER SIDE OF THE PICTURE IF WE WALK NOW WE SEE A LITTLE GIRL,ON THE OTHER SIDE OF THE PICTURE IF WE WANT NOW WE SEE A LITTLE GIRL
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_220_English.wav,SHES HOLDING A PACKET OF CHRYSANTHEMUM TEA OKAY,SHES HOLDING A BAG AT ALL 第 三 个 问 题 OKAY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_227_English.wav,ALL RIGHT,ARRIVE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_228_English.wav,ALMOST DONE ALL RIGHT,ALWAYS DONE A RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_229_English.wav,AND SHES PLAYING HOPSCOTCH,AND SHE SPLEEN HOPSCARCH
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_230_English.wav,RIGHT,然 后
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_231_English.wav,AND BEHIND THE LITTLE GIRL WHAT DO WE SEE,AND BEHIND THE LITTLE GIRL WHAT DO WE SEE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_232_English.wav,OH,哦
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_234_English.wav,YEAH OKAY,呀 OK 继 续
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_235_English.wav,OKAY,K
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_236_English.wav,ITS A LITTLE POND,THIS A LITTLE POND
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_237_English.wav,WHATS INSIDE THE POND,WHATS INSIDE THE POINT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_238_English.wav,FINE COLORS RAWP,哼 然 后
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_239_English.wav,AND PRODUCTS,AND FOR DUCKS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_240_English.wav,THERES ALSO FISHES,THATS ALSO VICIOUS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_241_English.wav,,喂
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_242_English.wav,CAN YOU SEE THAT,CAN YOU SEE THEM
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_243_English.wav,DI BELAKANG PUNGGUNG ADA SEORANG WANITA KECIL,AND BESIDE THE POND IS A LITTLE LADY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_244_English.wav,SHES SITTING NOW LISTENING TO MUSIC,SHE SITTING DOWN LISTENING THE MUSIC
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_245_Mandarin.wav,GUCCI,歌 曲
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_246_English.wav,RIGHT,来
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_249_English.wav,HEY,诶
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_250_Mandarin.wav,現在讓媽咪看戲了,看 到 吗 没 看 细 的
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_251_English.wav,FOTO OKAY,好 的 OK
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_252_English.wav,AND ACROSS THE POND WHAT DO WE SEE,ITS THE PONG WHAT DO WE SEE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_253_English.wav,THATS A BREACH,THATS A BRIDGE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_254_English.wav,IS KAWA,ITS COLOR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_255_Mandarin.wav,CIAO,桥
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_256_English.wav,OKAY OKAY OH NO OH NO,OK 哦
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_258_English.wav,AND,没 有
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_259_English.wav,TAKE THESE OUT,HE IS A
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_260_English.wav,OH MY GOD OKAY,ALMOST ANARCHY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_261_English.wav,OOH,服 务
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_262_English.wav,OKAY,呼
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_263_English.wav,DAN ANDA NAMPAK TAK SERIUS SELAIN PANGGILAN APA YANG BERLAKU,IN DECISION ENGLISHLY BESIDE THE PON WAS TREPENING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_264_English.wav,SEEMS LIKE ITS RAINING,SEEMS LIKE EACH RAINING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_265_Mandarin.wav,下雨,不 下 雨
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_266_English.wav,AND THIS POOR GUY LOOK AT HIM HES IN THE MIDDLE OF THE PICTURE WHAT IS HE DOING,AND THIS POOR GUY LOOK AT HIM IS IN THE MIDDLE OF THE PICTURE WHYS HE DOING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_268_English.wav,HES HOLDING AN UMBRELLA,你 锁 定 UMBRELLA
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_269_English.wav,RIGHT AND HIS COATS ARE SO WET,RED IN HIS COATS ARE SO WELL
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_271_English.wav,POOR LITTLE GUY,PULL PULL IT GUY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_273_English.wav,OKAY OKAY,OK OK
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_274_English.wav,I THINK WE ARE DONE,I THINK WE ARE DIE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_276_English.wav,OKAY YOU WERE RIGHT,HE WILL STAND
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_277_English.wav,ALRIGHT,内 门
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_278_English.wav,OKEY LIHAT INI ADAKAH KITA PERNAH LIHAT BUKU INI SEBELUM INI LIHAT ORANGORANG,OK TO GET THIS HAVE YOU SEEN THIS BOOK BEFORE LITTLE ALL RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_279_English.wav,YOU,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_280_English.wav,WHERE DID YOU GO HOLD ON,WHY DID YOU GO HOLD OF
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_281_English.wav,ALL RIGHT,ALL RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_282_English.wav,SIMPLY,SOMETHING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_283_English.wav,OKAY LETS GO TO THE NEXT PAGE,CAN LET GO TO THE NEXT PEACE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_284_English.wav,WHOA LOOK AT THIS CAN YOU REMEMBER THIS ORANG UTANG,OH LOOK AT THIS CAN YOU REMEMBER THIS ORANGE WOULD THAT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_285_English.wav,AND HES SITTING ON A VINE AND HES REACHING OUT HIS HAND,AND IS SITTING ON THE VINE AND HE IS REACHING OUT HIS HANDS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_286_English.wav,SEEMS LIKE,SEEMS LIKE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_287_English.wav,THERES A LITTLE DROPLET OF RAIN GOING DOWN AND TOUCHING ON HIS HEAD,DESOLUTE A DROPLET OF RING GOING DOWN AND TOUCHING ON HIS HEAD
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_289_English.wav,OKAY LETS GO TO THE NEXT PAGE,LOOK YOU LETS GO TO THE NICE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_293_English.wav,LOOK AT THIS,那 给
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_294_English.wav,PWEDE TO ORANGUTAN HE WENT TO SICK SHOWER,POLLY DO ALL ROUND WITH THEM HE WENT TO SEEK SHOWER
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_296_English.wav,上次,哨
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_297_English.wav,AND HES PULLING OUT THE LEAVES,AND IS GOING OUT ALIVE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_299_English.wav,OH,独 立
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_300_English.wav,AND PUTTING THE LEAF OVER HIS HEAD LOOK AT THIS,AND PUTTING THE LEAF OVER HIS HEAD LOOK LOOK AT THE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_302_English.wav,OKEY BERHARAP DIA BOLEH TETAP KERING,OKHO BINGER HE CAN SEE DRY OK MAKE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_308_English.wav,ALL RIGHT,然 后 READ
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_309_English.wav,BUT HE FELT THAT ITS USELESS,BUT HE FELT ITS USELESS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_310_English.wav,SO HE TRIED TO GRAB A BEAKER LEAF,SO HE TRIED TO BRAVE A BIGGER LEAF
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_311_English.wav,OKAY LETS GET THIS VIDEO,OK LOOK HERE THIS BIG
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_312_English.wav,DOES IT WORK,DOES IT WAS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_315_English.wav,,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_316_English.wav,IA MEMPUNYAI SEDIKIT LUBANG,HE HAS A LITTLE BILL OF COLD
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_317_English.wav,ALL RIGHT LETS GO TO THE NEXT WEEK,SORRY LETS GO TO THE NEXT WEEK
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_319_English.wav,SO SHE ABANDONED THAT EVE AS WELL,YOU SO SHE A MEMBER SWEAR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_324_English.wav,AND HE TOOK ANOTHER BIGGER ONE THIS TIME WITH NO HOLE,AND HE TOOK ANOTHER BIG ONE THIS TIME WITH NO HOPE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_326_English.wav,AND LITTLE ORA WUTAN SEEMS QUITE HAPPY ABOUT HIS DECISION RIGHT,AND LEADER ALREADY WITH THAT MACHINES HEART HAVE BEEN AROUND HIS MUSICIAN RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_328_English.wav,CAN YOU TELL YOU CANT TALK,填 的 都 是 填
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_329_English.wav,OKAY WE DONT TOUCH THE SUN FOR US ALL,THE KEY WE DONT TOUCH THE SUN FURTHER ON
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_330_English.wav,OKAY LETS GO TO THE NEXT PIECE,OK LETS GO TO THE NEXT PIECE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_331_English.wav,OKAY,没 有
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_332_English.wav,AND THEN THE RAIN BECOMES EVEN BIGGER,AND THEN THE RAIN BECOMES EVEN
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_333_English.wav,LOOK AT THAT THE LIGHTNING STRIKE,对 LOOK AT THE LIGHTNING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_335_English.wav,AND PEOPLE AROUND WITH THEM LOOK SO SCARED,I FEEL OVER THAT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_338_English.wav,SO SCARED THAT HE THREW AWAY HIS BEAT AND STARTED TO RUN AWAY,SO SCARED THAT HE TREW AWAY HIS BEING AS SUCH A RUNNER
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_343_English.wav,OKAY LETS GO TO THE NEXT ONE,OK YESTERDAY NEXT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_345_English.wav,HMM,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_347_English.wav,AND HE RAN AND HE RAN AND HE LOOKS LIKE HE FOUND SOME SHELTERS,AND HE HE RAN AND HE RAN AND HE LOOKS LIKE HE FOUND SOME SHOUTERS
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_351_English.wav,ДА,好
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_352_English.wav,THERE ARE SOME THINGS THAT LOOK LIKE UMBRELLAS,THERE ARE SOMETHING IN THE WAY UMBRELLA
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_354_English.wav,OKAY,OK YET ANGRILY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_356_English.wav,JANGAN BIAR MAK CIK MENGGANGGU,诶 不 一 玩 儿 没 做 对 又 打 出 来
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_357_English.wav,OKAY OKAY LETS TRY I THINK JUST A WHILE MORE,OK CAN YOU TRY A TEACHER SO WELL
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_359_English.wav,AND WE TRIED TO HIDE UNDER ONE OF THEM THE UMBRELLA,ANY TRY TO HIDE UNDER ONE OF THEM THE UMBRELLA
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_361_English.wav,OKAY,OK
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_365_English.wav,AND WHAT HE TAUGHT WAS AN UMBRELLA LOOK AT THAT,AND WHAT HE TOLD WAS AN UMBRELLA LOOKING AT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_368_English.wav,IT BECAME A FLAMINGO A GIANT FLAMINGO,HE BECAME A SWIMMING OF GIANT SWIMMING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_372_English.wav,LITTLE ORANGUTAN IS SO TERRIFIED AND HE RUNS AWAY ONCE AGAIN,LOOK AROUND ITS SO SATISFIED AWAY ONCE AGAIN
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_376_English.wav,LETS GO TO THE NEXT,BASKET WITH
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_377_English.wav,OH MY,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_379_English.wav,HEY,嗯
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_381_English.wav,,呃
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_382_English.wav,SHALL WE FINISH THIS,SHALL WE BEHES OK
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_384_English.wav,ALL RIGHT,L Y
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_386_English.wav,IS OKAY SHALL WE,IS OKAY SHALL WE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_388_English.wav,TRIAL,TRY YOUR WAY
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_392_English.wav,THANK YOU,嘿 嘿 嘿 嘿 没
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_394_English.wav,,喽 拜 拜
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_397_English.wav,MARI KITA BUAT KAWANKAWAN ANDA BACA KISAH BERSAMA,WHY LETS GET YOUR FRIENDS READ THE STORY TO GET OK NEXT DAY YOUR
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_399_English.wav,TO READ A STORY TOGETHER RIGHT,FRIEND TO BE SORRY TO GET A RIGHT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_400_English.wav,YOUR FRIEND OKAY AND,YOU ARE RIGHT AND
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_402_English.wav,THE,没
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_403_English.wav,WHERE WOULD I FIND EVEN MORE SHELTER,I WILL DIE EVEN MORE SHOW THE CASE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_404_English.wav,LIKE A HOUSE RIGHT,THE HOUSE RIGHT 哎
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_405_English.wav,HE WALKS TOWARDS IT,HE WALKS TOWARDS IT AND
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_406_English.wav,UNDER ONE OF THE ROOF NEXT,UNDER ONE OF THE ROOF NEXT
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_407_English.wav,THANK YOU,啊
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_408_English.wav,AND,哎
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_409_English.wav,AS HE HUGGED ONTO THE PILLAR HE REALIZED ITS AN ELEPHANT,SEE HOW DO THE PILLAR HE REALIZE ITS ALEBA LITTLE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_410_English.wav,WITH THEM RUNS AWAY AGAIN HE MUST BE SO SCARED,THEN ONCE A WEEK YOU GET HE MUST BE SO SCARED
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_412_English.wav,THE NEXT ONE,WOULD MAKE SUN
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_414_English.wav,YOUR FRIEND OKAY,YOUR FRIENDSHIP
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_415_English.wav,LITTLE ORANGUTAN IS SO SCARED AND THE RAIN IS,LITTLE DINNING SO SKI AND RAINING
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_417_English.wav,SO BIG SO PRETTY,SO BE SO PLEASE
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_418_English.wav,YOU,D 诶
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_419_English.wav,LOOK WHAT HE FOUND LOOK WHAT HE FOUND,你 都 挂 批 发 地 方
